Qx, Qy, Qz, Qw, x, y, z, q7
-0.752883,-0.641359,-0.146216,0.0211566,0.341003,-0.0143862,0.329275,-0.417649
-0.753131,-0.641067,-0.146188,0.0213571,0.341152,-0.0144618,0.329267,-0.417316
-0.753736,-0.640274,-0.146443,0.0220513,0.341302,-0.0144372,0.329312,-0.4156
-0.753998,-0.639915,-0.146651,0.0221302,0.341543,-0.0144468,0.329298,-0.414993
-0.754171,-0.639687,-0.146766,0.022068,0.341721,-0.0144114,0.329276,-0.414374
-0.754549,-0.639172,-0.147041,0.0222083,0.341838,-0.0143364,0.329274,-0.412885
-0.75437,-0.639374,-0.147183,0.0215449,0.341998,-0.0144102,0.32922,-0.413372
-0.754591,-0.639128,-0.147151,0.0213418,0.341987,-0.0143754,0.329178,-0.412204
-0.754752,-0.638868,-0.147425,0.0215022,0.341958,-0.0142488,0.329162,-0.411187
-0.754887,-0.638674,-0.147619,0.0212317,0.341993,-0.0142602,0.329076,-0.410554
-0.755217,-0.638197,-0.147891,0.0219092,0.341923,-0.0141576,0.329013,-0.40919
-0.755439,-0.637851,-0.148125,0.0227287,0.34191,-0.0141438,0.329032,-0.408305
-0.755683,-0.637401,-0.148724,0.0233346,0.342004,-0.0141924,0.329071,-0.407719
-0.755762,-0.637217,-0.149104,0.0233748,0.342101,-0.0142854,0.328956,-0.407934
-0.756392,-0.636328,-0.149541,0.0244089,0.342109,-0.0141186,0.328973,-0.405791
-0.756708,-0.63588,-0.14981,0.0246385,0.342296,-0.0140598,0.329008,-0.404894
-0.757156,-0.635263,-0.150145,0.0247338,0.342466,-0.0139746,0.329159,-0.403393
-0.757552,-0.634699,-0.150525,0.0247899,0.342684,-0.0138288,0.329259,-0.402003
-0.757503,-0.63475,-0.150633,0.0243214,0.34291,-0.0137574,0.329273,-0.402166
-0.757753,-0.634423,-0.150709,0.024605,0.342951,-0.0137046,0.329376,-0.401499
-0.757874,-0.634179,-0.151065,0.0249606,0.342958,-0.0136512,0.32943,-0.40138
-0.757928,-0.634089,-0.151121,0.0252764,0.342837,-0.0135468,0.329397,-0.401218
-0.758583,-0.633154,-0.1514,0.0273225,0.342503,-0.0131754,0.329511,-0.398375
-0.758623,-0.633023,-0.151552,0.0283769,0.342346,-0.0131178,0.329538,-0.398235
-0.758639,-0.632871,-0.152,0.0289267,0.342442,-0.0132858,0.32951,-0.398762
-0.758529,-0.632947,-0.152219,0.0290177,0.342633,-0.013509,0.329433,-0.399817
-0.758484,-0.63304,-0.152058,0.028995,0.342818,-0.0135876,0.329345,-0.399889
-0.758488,-0.633163,-0.151575,0.0287244,0.343084,-0.0135372,0.329282,-0.399003
-0.758288,-0.633588,-0.150912,0.0281237,0.343283,-0.0135582,0.329289,-0.398561
-0.758145,-0.63401,-0.149964,0.0275362,0.343466,-0.0136284,0.329186,-0.397949
-0.758215,-0.634085,-0.149304,0.0274579,0.343596,-0.0136656,0.329161,-0.396593
-0.758266,-0.634082,-0.14905,0.0275094,0.343799,-0.0137574,0.329127,-0.396014
