Qx, Qy, Qz, Qw, x, y, z, q7
-0.756002,-0.647994,-0.0924346,0.00458847,0.366912,-0.093687,0.375598,-0.350452
-0.755988,-0.647987,-0.0925959,0.00461161,0.366901,-0.093386,0.375613,-0.349917
-0.755961,-0.647973,-0.0929028,0.00469897,0.366889,-0.0931975,0.375717,-0.349682
-0.755919,-0.647973,-0.0932478,0.0046862,0.366873,-0.0930255,0.375764,-0.349487
-0.75605,-0.647738,-0.093798,0.00505494,0.366933,-0.092988,0.375795,-0.349306
-0.756115,-0.647598,-0.0942247,0.00530781,0.366993,-0.0928975,0.375844,-0.349146
-0.756267,-0.647415,-0.0942606,0.00541139,0.366996,-0.092723,0.375926,-0.348618
-0.756287,-0.647345,-0.0945619,0.00563414,0.367063,-0.092557,0.375997,-0.348484
-0.756459,-0.647069,-0.0950463,0.00610467,0.367121,-0.0925885,0.376003,-0.348265
-0.756493,-0.647033,-0.095025,0.00607699,0.367293,-0.092649,0.375961,-0.34822
-0.756512,-0.647057,-0.0947283,0.00576027,0.367596,-0.092799,0.375882,-0.348643
-0.756578,-0.647246,-0.0929417,0.00484018,0.368357,-0.0927945,0.375633,-0.348184
-0.758634,-0.645228,-0.0902746,0.0025123,0.369915,-0.091172,0.376834,-0.337717
0.760678,0.641394,0.099902,0.0015898,0.374818,-0.083348,0.384646,-0.31149
0.761611,0.637495,0.116174,0.00720183,0.382356,-0.0675165,0.397971,-0.266869
0.763815,0.631218,0.134608,0.00559948,0.390068,-0.042678,0.415438,-0.197386
0.765603,0.624293,0.155274,0.00019607,0.395402,-0.010104,0.435107,-0.107534
-0.758086,-0.627159,-0.178655,0.00773091,0.395445,0.0289875,0.453171,-0.0259703
-0.746223,-0.634582,-0.200268,0.0186859,0.38937,0.0715335,0.464332,0.0509922
-0.728985,-0.657547,-0.186673,0.0369669,0.372622,0.111902,0.460877,0.0999183
-0.717326,-0.674856,-0.160304,0.0656878,0.352745,0.145133,0.446126,0.145554
-0.714077,-0.681682,-0.14282,0.0707541,0.339846,0.164347,0.428439,0.179034
-0.717576,-0.681413,-0.127166,0.0677429,0.331532,0.172435,0.412163,0.208131
-0.716166,-0.683106,-0.132249,0.0546027,0.329117,0.175089,0.401728,0.209437
-0.706237,-0.693686,-0.135069,0.0422423,0.328291,0.174822,0.395499,0.181441
-0.694882,-0.706935,-0.129323,0.0256446,0.32813,0.172538,0.388998,0.148489
-0.690799,-0.709916,-0.136539,0.0131455,0.32937,0.171409,0.386516,0.140091
-0.685216,-0.713732,-0.144654,0.0118374,0.330083,0.171452,0.387454,0.126535
-0.688578,-0.708974,-0.150677,0.0226542,0.329328,0.173145,0.393961,0.141392
-0.684954,-0.71044,-0.159868,0.0235595,0.333851,0.173525,0.413314,0.144236
-0.692944,-0.695515,-0.189181,0.0172539,0.350725,0.171715,0.445741,0.182123
0.686608,0.696821,0.207264,0.00715419,0.376357,0.163237,0.482439,0.160622
0.688468,0.685661,0.233618,0.0361156,0.405797,0.155504,0.521241,0.149567
0.69299,0.675396,0.24421,0.0629795,0.438034,0.148788,0.550135,0.132146
