Qx, Qy, Qz, Qw, x, y, z, q7
-0.789526,-0.566912,-0.23358,0.0264517,0.269734,-0.024739,0.369644,-0.247434
-0.789475,-0.56687,-0.233744,0.0274067,0.26989,-0.0250035,0.369551,-0.249093
-0.789902,-0.565486,-0.23564,0.0274685,0.27029,-0.025183,0.369431,-0.250835
-0.790071,-0.565772,-0.234455,0.0268621,0.270298,-0.0256355,0.369313,-0.249066
-0.790116,-0.56638,-0.232904,0.0262025,0.270367,-0.025559,0.369314,-0.248028
-0.792376,-0.579144,-0.190773,0.0184159,0.274616,-0.0208585,0.373152,-0.214226
-0.765961,-0.588882,-0.257793,0.00798019,0.325773,0.019801,0.40922,-0.136022
0.707461,0.637134,0.305867,0.0023229,0.377087,0.0826805,0.435388,-0.120498
0.68485,0.685291,0.244837,0.0375615,0.406166,0.109234,0.415954,-0.133965
0.683656,0.702661,0.193526,0.0378166,0.411217,0.111583,0.393408,-0.140804
0.666909,0.717855,0.197607,0.0294599,0.410366,0.11352,0.388002,-0.186819
0.653862,0.729197,0.200266,0.0251049,0.409251,0.114983,0.385871,-0.223307
0.641881,0.732827,0.22285,0.0359334,0.409038,0.112212,0.402635,-0.248514
0.619828,0.693754,0.351429,0.104958,0.425876,0.073583,0.492538,-0.288887
0.552496,0.591297,0.521871,0.269754,0.452495,-0.0098545,0.619762,-0.345005
0.485781,0.543447,0.564942,0.386681,0.483897,-0.0766085,0.690347,-0.468611
0.47977,0.532214,0.55753,0.419201,0.520143,-0.1152,0.703631,-0.565676
0.475374,0.528372,0.565126,0.418897,0.534677,-0.124673,0.703511,-0.644134
0.475899,0.541945,0.547057,0.424905,0.542736,-0.127665,0.696438,-0.689612
0.477806,0.547242,0.542494,0.421815,0.544472,-0.130638,0.690064,-0.723781
0.482315,0.534177,0.55548,0.416497,0.544642,-0.130799,0.691387,-0.700938
0.493244,0.522985,0.56988,0.398038,0.5422,-0.129484,0.694224,-0.660508
0.483305,0.520399,0.571374,0.411258,0.529895,-0.118929,0.702577,-0.564422
0.46353,0.554826,0.626867,0.290422,0.464753,-0.0104955,0.685921,-0.310145
0.552925,0.69971,0.449608,0.0503265,0.403765,0.137603,0.551708,-0.119512
-0.612214,-0.755498,-0.23326,0.00249747,0.375305,0.187462,0.427801,-0.0450391
0.644256,0.739021,0.195506,0.0236631,0.380068,0.185331,0.394236,-0.0108056
0.645849,0.740932,0.182568,0.0238151,0.380032,0.184117,0.385799,-0.0357672
0.641022,0.743827,0.187542,0.0253059,0.378874,0.184697,0.38138,-0.0520056
0.627904,0.746792,0.2187,0.0144554,0.379443,0.182615,0.399031,-0.0883657
0.609071,0.710679,0.341844,0.0843281,0.409338,0.131508,0.49159,-0.139946
0.556872,0.608465,0.506987,0.250253,0.451455,0.033975,0.623086,-0.188797
0.490188,0.551556,0.559033,0.378132,0.492799,-0.0421885,0.696008,-0.324949
0.463312,0.544513,0.548684,0.433352,0.526958,-0.07206,0.707026,-0.41281
0.468909,0.544178,0.542281,0.435805,0.543743,-0.0787895,0.699316,-0.426381
0.474251,0.548372,0.532393,0.436958,0.546748,-0.080791,0.692034,-0.441456
0.477691,0.544258,0.538883,0.430349,0.547362,-0.0837885,0.689699,-0.452748
0.484813,0.534536,0.549203,0.42143,0.548073,-0.0848665,0.6902,-0.427305
0.485234,0.525939,0.565171,0.410509,0.548747,-0.0839025,0.690071,-0.417809
0.47887,0.529699,0.553429,0.428741,0.544033,-0.0855375,0.689169,-0.388099
0.475124,0.526369,0.571501,0.413012,0.494188,-0.0777175,0.695905,-0.323796
0.599616,0.611674,0.457088,0.239553,0.417222,-0.0461535,0.633385,-0.25851
0.665734,0.690155,0.25927,0.115166,0.350245,-0.032701,0.510672,-0.29258
0.709229,0.687415,0.155589,0.0156891,0.293982,-0.031125,0.412016,-0.316792
-0.730096,-0.672104,-0.123426,0.00119231,0.266407,-0.032845,0.366389,-0.341747
0.724527,0.673281,0.14471,0.0285247,0.266802,-0.033163,0.363918,-0.371294
0.732054,0.660278,0.164656,0.031916,0.267746,-0.0337615,0.364055,-0.36123
