Qx, Qy, Qz, Qw, x, y, z, q7
0.755658,0.637274,0.146695,0.0366523,0.266545,-0.037631,0.364327,-0.304554
0.75677,0.636001,0.146873,0.0350652,0.265205,-0.0367955,0.363876,-0.302373
0.758904,0.633882,0.144703,0.0363265,0.264724,-0.0376495,0.362748,-0.295693
0.76015,0.630766,0.150315,0.0413624,0.265045,-0.038425,0.361926,-0.293464
0.761086,0.629237,0.15171,0.0423412,0.265984,-0.039111,0.361819,-0.290826
0.760269,0.632014,0.14394,0.0427791,0.265145,-0.039335,0.361277,-0.287024
0.761717,0.632127,0.138527,0.0318347,0.267578,-0.033852,0.36882,-0.268943
0.757744,0.624147,0.185724,0.0420788,0.305887,-0.0069705,0.399422,-0.160898
0.742743,0.632277,0.218397,0.0293474,0.356261,0.0404245,0.427873,-0.0699056
0.717827,0.66426,0.206703,0.0275017,0.393119,0.076601,0.427434,-0.0863377
0.706035,0.687652,0.168364,0.0174125,0.406882,0.0956285,0.407669,-0.112663
0.700319,0.695778,0.158365,0.0191381,0.40864,0.100965,0.39517,-0.125851
0.694729,0.701177,0.159203,0.0188843,0.408349,0.102868,0.386607,-0.141558
0.690839,0.7022,0.169057,0.0327998,0.408905,0.103549,0.381502,-0.147795
0.663061,0.725943,0.178837,0.0370697,0.406224,0.102721,0.383992,-0.227464
0.672293,0.709706,0.209575,0.0204499,0.383207,0.0778015,0.412299,-0.231539
0.684345,0.69932,0.205198,0.0227662,0.347679,0.0175905,0.425357,-0.302294
0.699772,0.691348,0.177757,0.0275343,0.306435,-0.053153,0.416835,-0.433709
0.735307,0.661536,0.143371,0.0337392,0.277857,-0.108632,0.402151,-0.495456
0.747131,0.65194,0.12652,0.0275947,0.263499,-0.129971,0.393143,-0.537105
0.765264,0.630948,0.122886,0.0342663,0.256785,-0.139432,0.389906,-0.519588
0.778058,0.613156,0.134197,0.0256202,0.254243,-0.141137,0.385076,-0.510033
0.7945,0.587043,0.151847,0.0330431,0.253252,-0.139211,0.394091,-0.456087
0.815101,0.544864,0.196401,0.012655,0.278313,-0.100007,0.4266,-0.233032
0.755894,0.603796,0.252821,0.011641,0.334879,-0.005615,0.448446,-0.128993
-0.744718,-0.622673,-0.238614,0.0271662,0.383244,0.0854225,0.428345,-0.00512454
-0.720162,-0.651214,-0.238562,0.019375,0.407339,0.138139,0.41861,-0.00117188
-0.709307,-0.675683,-0.200344,0.0140708,0.41683,0.154759,0.394638,-0.032006
-0.684047,-0.702746,-0.193746,0.0262707,0.413683,0.162375,0.383783,-0.099934
-0.678794,-0.707492,-0.196628,0.00565604,0.411878,0.161973,0.379412,-0.0998346
-0.689683,-0.69393,-0.206833,0.00433889,0.411281,0.164112,0.383948,-0.0581363
-0.677399,-0.701201,-0.219512,0.035534,0.385385,0.205693,0.412802,0.0244608
-0.638395,-0.732912,-0.22081,0.0808332,0.33653,0.280525,0.427928,0.126816
-0.605623,-0.764317,-0.192921,0.108727,0.280654,0.34979,0.418629,0.221344
-0.584365,-0.789381,-0.159012,0.100552,0.235611,0.392867,0.399609,0.277845
-0.573645,-0.802357,-0.138307,0.089592,0.204275,0.411934,0.384645,0.319551
-0.564886,-0.809918,-0.135391,0.0812837,0.193058,0.419481,0.379238,0.318816
-0.565586,-0.808262,-0.144084,0.0778713,0.192644,0.420033,0.377828,0.317106
-0.577818,-0.785041,-0.185487,0.124224,0.195376,0.409499,0.401497,0.346474
-0.581033,-0.771108,-0.223233,0.134015,0.23112,0.360849,0.430498,0.265632
-0.611721,-0.741942,-0.249642,0.114012,0.285383,0.28321,0.448302,0.165448
-0.645348,-0.711828,-0.270772,0.0592406,0.325196,0.203245,0.451306,0.0573039
-0.689837,-0.662722,-0.284839,0.0615723,0.326228,0.138158,0.435953,0.0222524
-0.702021,-0.651066,-0.283019,0.0563954,0.30676,0.083231,0.403966,-0.0965092
-0.720242,-0.649964,-0.238626,0.0430827,0.272042,0.0394345,0.386077,-0.19938
-0.737513,-0.644044,-0.202439,0.0173668,0.249486,0.002455,0.379319,-0.276388
0.746712,0.643026,0.170079,0.0033094,0.241193,-0.020182,0.373306,-0.311232
0.752983,0.639501,0.154656,0.0116572,0.239534,-0.0328855,0.360553,-0.33412
0.756651,0.632965,0.162863,0.0176088,0.240971,-0.030918,0.359809,-0.315656
0.754807,0.635764,0.161005,0.0121483,0.240599,-0.030544,0.358699,-0.318402
