Format Version,1.2,Take Name,dir_bottom_or_left_dx_lin,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2025-03-26 10.13.33.686 AM,Total Frames,2442,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,arm_finger,arm_finger,arm_finger,arm_elbow,arm_elbow,arm_elbow,arm_shoulder,arm_shoulder,arm_shoulder,arm_hand,arm_hand,arm_hand,arm_EE,arm_EE,arm_EE,Marker_4047,Marker_4047,Marker_4047,Marker_4049,Marker_4049,Marker_4049,Marker_4055,Marker_4055,Marker_4055
,,"8392B20CF49E3571480B06D800000001","8392B20CF49E3571480B06D800000001","8392B20CF49E3571480B06D800000001","8392B20CF49E3571480B06D800000003","8392B20CF49E3571480B06D800000003","8392B20CF49E3571480B06D800000003","8392B20CF49E3571480B06D800000004","8392B20CF49E3571480B06D800000004","8392B20CF49E3571480B06D800000004","8392B20CF49E3571480B06D800000002","8392B20CF49E3571480B06D800000002","8392B20CF49E3571480B06D800000002","8392B20CF49E3571480B06D800000000","8392B20CF49E3571480B06D800000000","8392B20CF49E3571480B06D800000000","8392B20CF49E3570FCF","8392B20CF49E3570FCF","8392B20CF49E3570FCF","8392B20CF49E3570FD1","8392B20CF49E3570FD1","8392B20CF49E3570FD1","8392B20CF49E3570FD7","8392B20CF49E3570FD7","8392B20CF49E3570FD7"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.322527,-0.341172,-0.127627,0.222376,-0.046914,0.124488,0.050262,0.210435,0.065930,0.284395,-0.246324,-0.076370,0.307436,-0.386875,-0.088594,,,,,,,,,
1,0.016667,0.323485,-0.341821,-0.127504,0.223190,-0.047684,0.124700,0.051367,0.210172,0.065673,0.285332,-0.246907,-0.076287,0.308033,-0.387523,-0.088509,,,,,,,,,
2,0.033333,0.324732,-0.342492,-0.127400,0.224041,-0.048731,0.124955,0.052766,0.209639,0.065376,0.286394,-0.247598,-0.076257,0.309032,-0.388249,-0.088554,,,,,,,,,
3,0.050000,0.326017,-0.343014,-0.127262,0.224873,-0.049985,0.125426,0.054081,0.208731,0.064917,0.287553,-0.248296,-0.076041,0.310049,-0.388901,-0.088683,,,,,,,,,
4,0.066667,0.327447,-0.343410,-0.127081,0.225578,-0.051370,0.126101,0.056026,0.208352,0.065402,0.288725,-0.248951,-0.075649,0.311213,-0.389511,-0.088878,,,,,,,,,
5,0.083333,0.329041,-0.343767,-0.126863,0.226157,-0.052850,0.126931,0.057605,0.207519,0.065248,0.289953,-0.249652,-0.075159,0.312640,-0.390112,-0.089042,,,,,,,,,
6,0.100000,0.330641,-0.344233,-0.126445,0.226702,-0.054361,0.127876,0.059326,0.206342,0.064854,0.291225,-0.250400,-0.074529,0.313892,-0.390770,-0.089020,,,,,,,,,
7,0.116667,0.332013,-0.344911,-0.125799,0.227166,-0.055892,0.128932,0.060991,0.205600,0.064730,0.292442,-0.251175,-0.073838,0.314871,-0.391549,-0.088695,,,,,,,,,
8,0.133333,0.333224,-0.345775,-0.124974,0.227482,-0.057402,0.130016,0.062619,0.204902,0.064728,0.293521,-0.252021,-0.073137,0.315744,-0.392410,-0.088080,,,,,,,,,
9,0.150000,0.334339,-0.346633,-0.124102,0.227714,-0.058840,0.131153,0.064158,0.204265,0.064987,0.294441,-0.252867,-0.072490,0.316553,-0.393303,-0.087319,,,,,,,,,
10,0.166667,0.335353,-0.347265,-0.123345,0.227889,-0.060169,0.132404,0.065750,0.203694,0.065298,0.295247,-0.253502,-0.071808,0.317257,-0.393929,-0.086731,,,,,,,,,
11,0.183333,0.336329,-0.347525,-0.122670,0.227946,-0.061495,0.133591,0.067383,0.203258,0.065663,0.296477,-0.253684,-0.071250,0.317982,-0.394346,-0.086382,,,,,,,,,
12,0.200000,0.337496,-0.347420,-0.122194,0.227927,-0.062657,0.134902,0.069039,0.202972,0.065910,0.297093,-0.253946,-0.070469,0.318815,-0.394413,-0.086319,,,,,,,,,
13,0.216667,0.338714,-0.347104,-0.121754,0.227885,-0.063688,0.136112,0.070629,0.202748,0.066007,0.297790,-0.253967,-0.069831,0.319508,-0.394248,-0.086417,,,,,,,,,
14,0.233333,0.339798,-0.346685,-0.121507,0.227866,-0.064629,0.137382,0.072110,0.202598,0.066197,0.298469,-0.253804,-0.069327,0.320082,-0.393932,-0.086614,,,,,,,,,
15,0.250000,0.340641,-0.346181,-0.121333,0.227850,-0.065351,0.138495,0.073390,0.202575,0.066518,0.299012,-0.253494,-0.068993,0.320497,-0.393564,-0.086811,,,,,,,,,
16,0.266667,0.341278,-0.345666,-0.121191,0.227874,-0.065923,0.139477,0.074648,0.202615,0.066738,0.299453,-0.253107,-0.068777,0.320909,-0.393109,-0.087047,,,,,,,,,
17,0.283333,0.341881,-0.345066,-0.121297,0.227955,-0.066322,0.140200,0.075795,0.202718,0.066904,0.299735,-0.252732,-0.068665,0.321359,-0.392653,-0.087325,,,,,,,,,
18,0.300000,0.342369,-0.344471,-0.121423,0.228120,-0.066592,0.140786,0.076809,0.202775,0.066881,0.299948,-0.252338,-0.068728,0.321863,-0.392147,-0.087722,,,,,,,,,
19,0.316667,0.342882,-0.343837,-0.121782,0.228399,-0.066743,0.141158,0.077655,0.202838,0.066875,0.300111,-0.251904,-0.068909,0.322307,-0.391657,-0.088166,,,,,,,,,
20,0.333333,0.343233,-0.343377,-0.122139,0.228749,-0.066812,0.141339,0.078345,0.202872,0.066876,0.300246,-0.251549,-0.069303,0.322716,-0.391184,-0.088676,,,,,,,,,
21,0.350000,0.343489,-0.343043,-0.122580,0.229196,-0.066805,0.141373,0.078913,0.202896,0.066909,0.300293,-0.251255,-0.069876,0.322974,-0.390875,-0.089137,,,,,,,,,
22,0.366667,0.343575,-0.342667,-0.123215,0.229660,-0.066732,0.141269,0.079428,0.202948,0.066945,0.300246,-0.250895,-0.070520,0.323032,-0.390509,-0.089822,,,,,,,,,
23,0.383333,0.343603,-0.342204,-0.123983,0.230144,-0.066590,0.141029,0.079873,0.203026,0.066768,0.300069,-0.250590,-0.071176,0.323186,-0.390175,-0.090530,,,,,,,,,
24,0.400000,0.343716,-0.341727,-0.124715,0.230715,-0.066432,0.140697,0.080323,0.203129,0.066474,0.299724,-0.250343,-0.071933,0.323498,-0.389785,-0.091328,,,,,,,,,
25,0.416667,0.343918,-0.341248,-0.125417,0.231225,-0.066263,0.140278,0.080707,0.203217,0.066126,0.299183,-0.250199,-0.072711,0.324089,-0.389445,-0.092038,,,,,,,,,
26,0.433333,0.344021,-0.340768,-0.126144,0.231815,-0.066005,0.139741,0.081121,0.203291,0.065618,0.298489,-0.250117,-0.073453,0.324841,-0.389142,-0.092630,,,,,,,,,
27,0.450000,0.343911,-0.340324,-0.126766,0.232351,-0.065701,0.139203,0.081476,0.203415,0.065127,0.297903,-0.249998,-0.074012,0.325151,-0.388848,-0.093303,,,,,,,,,
28,0.466667,0.343670,-0.340041,-0.127294,0.232914,-0.065317,0.138694,0.081800,0.203571,0.064458,0.297467,-0.249858,-0.074490,0.325047,-0.388639,-0.093821,,,,,,,,,
29,0.483333,0.343316,-0.340016,-0.127672,0.233477,-0.064845,0.138188,0.082051,0.203804,0.063771,0.297136,-0.249757,-0.075038,0.324770,-0.388593,-0.094115,,,,,,,,,
30,0.500000,0.342776,-0.340147,-0.127874,0.234004,-0.064324,0.137690,0.082285,0.204086,0.062952,0.296799,-0.249672,-0.075555,0.324364,-0.388659,-0.094211,,,,,,,,,
31,0.516667,0.342069,-0.340256,-0.128192,0.234523,-0.063682,0.137216,0.082459,0.204404,0.062130,0.296312,-0.249602,-0.076016,0.323815,-0.388731,-0.094203,,,,,,,,,
32,0.533333,0.341185,-0.340322,-0.128456,0.235012,-0.063012,0.136710,0.082613,0.204725,0.061193,0.295782,-0.249465,-0.076438,0.323157,-0.388704,-0.094273,,,,,,,,,
33,0.550000,0.340201,-0.340360,-0.128766,0.235454,-0.062311,0.136209,0.082804,0.205080,0.060119,0.295216,-0.249280,-0.076807,0.322288,-0.388636,-0.094348,,,,,,,,,
34,0.566667,0.339163,-0.340386,-0.129125,0.235886,-0.061582,0.135805,0.083043,0.205482,0.058970,0.294047,-0.249246,-0.077075,0.321262,-0.388546,-0.094442,,,,,,,,,
35,0.583333,0.338057,-0.340418,-0.129446,0.236281,-0.060885,0.135440,0.083295,0.205863,0.057761,0.293337,-0.248993,-0.077502,0.320060,-0.388422,-0.094525,,,,,,,,,
36,0.600000,0.336844,-0.340372,-0.129815,0.236658,-0.060142,0.135046,0.083553,0.206206,0.056493,0.292571,-0.248699,-0.077962,0.318766,-0.388259,-0.094681,,,,,,,,,
37,0.616667,0.335459,-0.340190,-0.130281,0.237103,-0.059386,0.134686,0.083831,0.206625,0.055221,0.291686,-0.248313,-0.078324,0.317420,-0.388007,-0.094981,,,,,,,,,
38,0.633333,0.334003,-0.339911,-0.130823,0.237523,-0.058609,0.134247,0.084168,0.207040,0.053887,0.290769,-0.247893,-0.078758,0.316075,-0.387676,-0.095379,,,,,,,,,
39,0.650000,0.332612,-0.339583,-0.131484,0.237960,-0.057840,0.133813,0.084564,0.207452,0.052529,0.289839,-0.247420,-0.079330,0.314721,-0.387309,-0.095811,,,,,,,,,
40,0.666667,0.331255,-0.339295,-0.132202,0.238446,-0.057061,0.133371,0.085041,0.207883,0.051195,0.288890,-0.246914,-0.080026,0.313428,-0.386901,-0.096364,,,,,,,,,
41,0.683333,0.329914,-0.338899,-0.133087,0.238919,-0.056389,0.132939,0.085629,0.208317,0.049850,0.287982,-0.246358,-0.080815,0.312158,-0.386432,-0.097050,,,,,,,,,
42,0.700000,0.328712,-0.338360,-0.134159,0.239478,-0.055745,0.132465,0.086352,0.208683,0.048452,0.287163,-0.245681,-0.081722,0.310875,-0.385848,-0.098031,,,,,,,,,
43,0.716667,0.327642,-0.337747,-0.135372,0.240088,-0.055209,0.131991,0.087209,0.209012,0.047010,0.286439,-0.244995,-0.082757,0.309584,-0.385212,-0.099343,,,,,,,,,
44,0.733333,0.326568,-0.337120,-0.136705,0.240833,-0.054798,0.131449,0.088208,0.209225,0.045559,0.285820,-0.244254,-0.084016,0.308444,-0.384566,-0.100818,,,,,,,,,
45,0.750000,0.325597,-0.336517,-0.138313,0.241651,-0.054500,0.130814,0.089351,0.209321,0.044062,0.285187,-0.243608,-0.085435,0.307411,-0.383996,-0.102497,,,,,,,,,
46,0.766667,0.324741,-0.336117,-0.139989,0.242553,-0.054302,0.130082,0.090643,0.209365,0.042528,0.284636,-0.243015,-0.087079,0.306493,-0.383533,-0.104290,,,,,,,,,
47,0.783333,0.323888,-0.335817,-0.141821,0.243543,-0.054218,0.129163,0.092014,0.209348,0.040986,0.284186,-0.242533,-0.089020,0.305638,-0.383099,-0.106421,,,,,,,,,
48,0.800000,0.323038,-0.335448,-0.143974,0.244655,-0.054243,0.128060,0.093445,0.209328,0.039420,0.283705,-0.242035,-0.091102,0.304650,-0.382689,-0.108685,,,,,,,,,
49,0.816667,0.322079,-0.335016,-0.146536,0.245874,-0.054335,0.126684,0.094944,0.209270,0.037753,0.283140,-0.241558,-0.093383,0.303694,-0.382269,-0.111350,,,,,,,,,
50,0.833333,0.321196,-0.334491,-0.149579,0.247227,-0.054455,0.125030,0.096505,0.209203,0.035985,0.282482,-0.241111,-0.096074,0.302839,-0.381796,-0.114375,,,,,,,,,
51,0.850000,0.320192,-0.333916,-0.152956,0.248689,-0.054576,0.123018,0.098625,0.209212,0.034363,0.281785,-0.240603,-0.099141,0.301956,-0.381253,-0.117821,,,,,,,,,
52,0.866667,0.319173,-0.333192,-0.156910,0.250256,-0.054735,0.120699,0.099799,0.209071,0.032214,0.281085,-0.240020,-0.102572,0.300970,-0.380614,-0.121757,,,,,,,,,
53,0.883333,0.318114,-0.332415,-0.161262,0.251940,-0.054920,0.117980,0.101280,0.208963,0.030031,0.280387,-0.239298,-0.106548,0.299921,-0.379850,-0.126267,,,,,,,,,
54,0.900000,0.317044,-0.331484,-0.166250,0.253719,-0.055129,0.114940,0.102912,0.208878,0.027791,0.279709,-0.238470,-0.111064,0.298934,-0.378956,-0.131290,,,,,,,,,
55,0.916667,0.315984,-0.330388,-0.171827,0.255594,-0.055324,0.111320,0.104541,0.208831,0.025372,0.279002,-0.237563,-0.116104,0.297953,-0.377952,-0.136945,,,,,,,,,
56,0.933333,0.314818,-0.329160,-0.178091,0.257562,-0.055524,0.107241,0.106176,0.208796,0.022830,0.278400,-0.236443,-0.121751,0.297013,-0.376799,-0.143223,,,,,,,,,
57,0.950000,0.313841,-0.327656,-0.185057,0.259707,-0.055789,0.102690,0.107830,0.208697,0.020021,0.277845,-0.235185,-0.128035,0.296246,-0.375434,-0.150285,,,,,,,,,
58,0.966667,0.313069,-0.325904,-0.192805,0.262047,-0.056108,0.097573,0.109529,0.208555,0.017086,0.277499,-0.233723,-0.135016,0.295574,-0.373867,-0.158152,,,,,,,,,
59,0.983333,0.312531,-0.323979,-0.201305,0.264554,-0.056458,0.091894,0.111296,0.208359,0.013946,0.277343,-0.232095,-0.142774,0.295176,-0.372120,-0.166812,,,,,,,,,
