Format Version,1.2,Take Name,dir_bottom_or_right_sx_lin,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2025-03-26 10.48.13.840 AM,Total Frames,4638,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,arm_shoulder,arm_shoulder,arm_shoulder,arm_elbow,arm_elbow,arm_elbow,arm_EE,arm_EE,arm_EE,arm_hand,arm_hand,arm_hand,arm_finger,arm_finger,arm_finger,Marker_346,Marker_346,Marker_346,Marker_347,Marker_347,Marker_347
,,"8392B20CF49E3571480B06D800000004","8392B20CF49E3571480B06D800000004","8392B20CF49E3571480B06D800000004","8392B20CF49E3571480B06D800000003","8392B20CF49E3571480B06D800000003","8392B20CF49E3571480B06D800000003","8392B20CF49E3571480B06D800000000","8392B20CF49E3571480B06D800000000","8392B20CF49E3571480B06D800000000","8392B20CF49E3571480B06D800000002","8392B20CF49E3571480B06D800000002","8392B20CF49E3571480B06D800000002","8392B20CF49E3571480B06D800000001","8392B20CF49E3571480B06D800000001","8392B20CF49E3571480B06D800000001","8392B20CF49E357015A","8392B20CF49E357015A","8392B20CF49E357015A","8392B20CF49E357015B","8392B20CF49E357015B","8392B20CF49E357015B"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.027170,0.187120,-0.136062,0.092566,-0.007602,-0.333523,0.313608,-0.215465,-0.100471,0.294799,-0.070489,-0.102736,0.344555,-0.170982,-0.072971,,,,,,
1,0.016667,0.025448,0.186758,-0.137912,0.089115,-0.010755,-0.333601,0.312024,-0.219002,-0.102903,0.294874,-0.073706,-0.105780,0.343832,-0.174465,-0.075720,,,,,,
2,0.033333,0.023889,0.187513,-0.139646,0.085725,-0.013364,-0.333620,0.310167,-0.222476,-0.105637,0.294620,-0.077079,-0.108199,0.342845,-0.178459,-0.078968,,,,,,
3,0.050000,0.022776,0.188142,-0.141236,0.082582,-0.015339,-0.334078,0.308173,-0.225714,-0.108749,0.293529,-0.080303,-0.110066,0.341266,-0.182296,-0.082192,,,,,,
4,0.066667,0.022072,0.188001,-0.142715,0.079964,-0.016778,-0.335031,0.305717,-0.228343,-0.111342,0.291660,-0.082947,-0.111947,0.339009,-0.185291,-0.084651,,,,,,
5,0.083333,0.021567,0.187116,-0.144030,0.077957,-0.017899,-0.336470,0.302865,-0.230365,-0.112867,0.289707,-0.084986,-0.114153,0.336467,-0.187478,-0.086269,,,,,,
