Format Version,1.2,Take Name,Test_4_sx,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2025-02-27 02.30.37.659 PM,Total Frames,17747,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
,,,,,,,,,,,,,,,,,
,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,
,,arm_elbow,arm_elbow,arm_elbow,arm_shoulder,arm_shoulder,arm_shoulder,arm_finger,arm_finger,arm_finger,arm_hand,arm_hand,arm_hand,arm_EE,arm_EE,arm_EE,
,,8392B20CF49E357145CE0C9500000003,8392B20CF49E357145CE0C9500000003,8392B20CF49E357145CE0C9500000003,8392B20CF49E357145CE0C9500000004,8392B20CF49E357145CE0C9500000004,8392B20CF49E357145CE0C9500000004,8392B20CF49E357145CE0C9500000001,8392B20CF49E357145CE0C9500000001,8392B20CF49E357145CE0C9500000001,8392B20CF49E357145CE0C9500000002,8392B20CF49E357145CE0C9500000002,8392B20CF49E357145CE0C9500000002,8392B20CF49E357145CE0C9500000000,8392B20CF49E357145CE0C9500000000,8392B20CF49E357145CE0C9500000000,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,
81,0.675,0.015618,0.286497,0.053941,-0.078393,0.561151,0.170186,0.345397,0.295866,0.283647,0.277402,0.361776,0.243127,0.326141,0.246256,0.307266,
82,0.683333,0.016187,0.286773,0.054323,-0.0784,0.561295,0.170455,0.345726,0.295311,0.28425,0.277894,0.361625,0.243991,0.326433,0.245681,0.30765,
83,0.691667,0.016785,0.287068,0.054726,-0.078407,0.56145,0.170745,0.346104,0.294647,0.284871,0.278444,0.361384,0.244907,0.326743,0.244981,0.308019,
84,0.7,0.017416,0.287383,0.055148,-0.078417,0.561615,0.171055,0.34653,0.293868,0.285514,0.279057,0.361044,0.245865,0.327069,0.244158,0.308382,
85,0.708333,0.018078,0.287718,0.055586,-0.078428,0.561788,0.171384,0.347002,0.292967,0.286177,0.279736,0.360595,0.246856,0.327408,0.243211,0.308744,
86,0.716667,0.018772,0.288071,0.056041,-0.078442,0.56197,0.17173,0.347519,0.291937,0.286859,0.280484,0.360029,0.247871,0.327757,0.242136,0.309115,
87,0.725,0.019499,0.28844,0.05651,-0.07846,0.562161,0.17209,0.348079,0.290767,0.287556,0.281302,0.359338,0.248904,0.328112,0.240927,0.309492,
88,0.733333,0.020258,0.288826,0.056994,-0.078482,0.56236,0.172462,0.348681,0.289443,0.288264,0.282194,0.358513,0.249953,0.328473,0.239569,0.309864,
89,0.741667,0.021049,0.28923,0.05749,-0.078507,0.562568,0.172847,0.349323,0.287947,0.288969,0.283161,0.357546,0.251019,0.328842,0.238045,0.310217,
90,0.75,0.021871,0.289651,0.058,-0.078537,0.562785,0.173243,0.350005,0.286262,0.289658,0.284206,0.35643,0.252103,0.329221,0.236338,0.310532,
91,0.758333,0.022724,0.290091,0.058521,-0.078572,0.563008,0.173648,0.350723,0.284375,0.290324,0.285328,0.355157,0.253208,0.329608,0.234434,0.310797,
92,0.766667,0.023606,0.290551,0.059052,-0.078611,0.563238,0.174061,0.351473,0.282278,0.290953,0.286524,0.35372,0.254332,0.330001,0.232323,0.311004,
93,0.775,0.024515,0.291029,0.059592,-0.078655,0.563475,0.174481,0.352249,0.279962,0.291537,0.287793,0.352113,0.255472,0.330398,0.23,0.311143,
94,0.783333,0.025451,0.291526,0.060134,-0.078703,0.563719,0.174909,0.353045,0.277425,0.292068,0.289134,0.35033,0.25662,0.33079,0.227462,0.311215,
95,0.791667,0.026413,0.29204,0.060673,-0.078753,0.563971,0.175345,0.353856,0.274657,0.292547,0.290547,0.348361,0.257766,0.331168,0.224706,0.311217,
96,0.8,0.027399,0.292569,0.061208,-0.078807,0.564228,0.175788,0.354673,0.271646,0.292979,0.292035,0.346201,0.258898,0.331524,0.221731,0.311141,
97,0.808333,0.028407,0.293109,0.061739,-0.078863,0.564487,0.176234,0.355488,0.268386,0.293369,0.293594,0.343845,0.260008,0.331849,0.218535,0.310985,
98,0.816667,0.029437,0.293657,0.062264,-0.078921,0.564748,0.176681,0.356287,0.264881,0.29372,0.295219,0.341289,0.261091,0.332138,0.215122,0.31075,
99,0.825,0.030484,0.294206,0.062784,-0.078982,0.565009,0.177128,0.357056,0.261134,0.294033,0.296896,0.338534,0.262147,0.332383,0.211501,0.310436,
100,0.833333,0.031544,0.294752,0.063297,-0.079044,0.565271,0.177574,0.357776,0.257149,0.294307,0.298612,0.335582,0.263177,0.332571,0.207681,0.310053,
101,0.841667,0.032616,0.295289,0.063804,-0.079107,0.565532,0.178021,0.358424,0.252922,0.29454,0.300351,0.332436,0.264187,0.332674,0.203671,0.30962,
102,0.85,0.033693,0.295813,0.064303,-0.079169,0.565791,0.178468,0.358994,0.24846,0.29473,0.302104,0.329097,0.265184,0.332668,0.199471,0.30914,
103,0.858333,0.03477,0.296322,0.064792,-0.079229,0.566047,0.178915,0.359493,0.243785,0.294875,0.30386,0.325569,0.266173,0.332535,0.195081,0.308603,
104,0.866667,0.035842,0.296816,0.065271,-0.079284,0.566298,0.179359,0.359908,0.238909,0.294994,0.305609,0.321855,0.267153,0.332255,0.190508,0.308016,
105,0.875,0.036901,0.297293,0.065737,-0.079333,0.566543,0.179802,0.360206,0.233837,0.295111,0.307339,0.317958,0.26812,0.331788,0.185768,0.307425,
106,0.883333,0.037942,0.29775,0.066187,-0.079374,0.566782,0.180243,0.360356,0.22858,0.295254,0.309036,0.313885,0.269068,0.331102,0.180887,0.30689,
107,0.891667,0.038961,0.298186,0.066618,-0.079407,0.567014,0.18068,0.360334,0.223155,0.295447,0.310685,0.309647,0.26999,0.330177,0.175889,0.306455,
108,0.9,0.039956,0.298595,0.067029,-0.07943,0.56724,0.181113,0.360123,0.21759,0.295703,0.312264,0.305258,0.270882,0.329,0.170804,0.306159,
109,0.908333,0.040927,0.298974,0.067417,-0.079442,0.567454,0.181541,0.359713,0.21192,0.29603,0.313748,0.300741,0.271743,0.327582,0.165667,0.305988,
110,0.916667,0.041873,0.299321,0.067781,-0.07944,0.567654,0.181963,0.3591,0.206186,0.296425,0.315111,0.296121,0.272575,0.325951,0.160517,0.305872,
111,0.925,0.04279,0.299631,0.068121,-0.079423,0.567838,0.182385,0.358289,0.200429,0.29687,0.316325,0.291431,0.273384,0.324135,0.155387,0.305766,
112,0.933333,0.043675,0.2999,0.068437,-0.079387,0.568003,0.182807,0.357287,0.194696,0.297348,0.317361,0.286708,0.274188,0.322147,0.150306,0.305697,
113,0.941667,0.044519,0.300125,0.068731,-0.079331,0.568145,0.183232,0.356105,0.189028,0.29785,0.318194,0.281992,0.275015,0.32,0.145295,0.305681,
114,0.95,0.045311,0.300298,0.069007,-0.079253,0.568261,0.183662,0.354747,0.183465,0.298375,0.318803,0.27732,0.275898,0.317723,0.140377,0.305653,
115,0.958333,0.046039,0.300413,0.069275,-0.079151,0.568344,0.184098,0.353219,0.178038,0.298931,0.319179,0.272725,0.276865,0.315333,0.135575,0.305554,
